Unnamed: 0,subj1,subj2,expected-consistency,observed-consistency,cohens-kappa,condition
388,age4-,age2-,0.8444444444444444,0.8444444444444444,0.0,7-9 vs. 13-15
389,age4-,age2-,0.7777777777777778,0.7777777777777778,0.0,7-9 vs. 13-15
390,age4-,age1-,0.75,0.75,0.0,4-6 vs. 13-15
391,age4-,age2-,0.8444444444444444,0.8444444444444444,0.0,7-9 vs. 13-15
392,age4-,age2-,0.9333333333333332,0.9333333333333332,0.0,7-9 vs. 13-15
393,age4-,age3-,0.9555555555555556,0.9555555555555556,0.0,10-12 vs. 13-15
394,age4-,age3-,0.8888888888888888,0.8888888888888888,0.0,10-12 vs. 13-15
395,age4-,age1-,0.3333333333333333,0.3333333333333333,0.0,4-6 vs. 13-15
396,age4-,age4-,0.9111111111111112,0.9111111111111112,0.0,13-15 vs. 13-15
397,age4-,age4-,1.0,1.0,1.0,13-15 vs. 13-15
398,age4-,age4-,0.925,0.925,0.0,13-15 vs. 13-15
399,age4-,age4-,0.88,0.88,0.0,13-15 vs. 13-15
400,age4-,age3-,0.925,0.925,0.0,10-12 vs. 13-15
401,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
402,age4-,age1-,0.8,0.8,0.0,4-6 vs. 13-15
403,age4-,age1-,0.6,0.6,0.0,4-6 vs. 13-15
404,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
405,age4-,age3-,0.875,0.875,0.0,10-12 vs. 13-15
406,age4-,age3-,0.85,0.85,0.0,10-12 vs. 13-15
407,age4-,age3-,0.75,0.75,0.0,10-12 vs. 13-15
408,age4-,age3-,0.92,0.92,0.0,10-12 vs. 13-15
409,age4-,age2-,0.9333333333333332,0.9333333333333332,0.0,7-9 vs. 13-15
410,age4-,age2-,0.88,0.88,0.0,7-9 vs. 13-15
411,age4-,age5-,0.9555555555555556,0.9555555555555556,0.0,13-15 vs. Adults
412,age4-,age5-,0.9555555555555556,0.9555555555555556,0.0,13-15 vs. Adults
413,age4-,age5-,0.8888888888888888,0.8888888888888888,0.0,13-15 vs. Adults
446,age4-,vgg19-,1.0,1.0,1.0,13-15 vs. DNNs
447,age4-,BiTM_resnetv2_152x2-,1.0,1.0,1.0,13-15 vs. DNNs
454,age4-,ResNeXt101_32x16d_swsl-,1.0,1.0,1.0,13-15 vs. DNNs
459,age4-,resnext101_32x8d-,1.0,1.0,1.0,13-15 vs. DNNs
463,age4-,swag_regnety_128gf_in1k-,1.0,1.0,1.0,13-15 vs. DNNs
468,age2-,age2-,0.7809375000000001,0.85,0.3152639087018542,7-9 vs. 7-9
469,age2-,age1-,0.6913580246913579,0.8,0.3520000000000002,4-6 vs. 7-9
470,age2-,age2-,0.7447999999999999,0.86,0.4514106583072102,7-9 vs. 7-9
471,age2-,age2-,0.8487499999999999,0.8875,0.2561983471074383,7-9 vs. 7-9
472,age2-,age3-,0.8127999999999999,0.88,0.3589743589743595,7-9 vs. 10-12
473,age2-,age3-,0.8390625,0.875,0.2233009708737862,7-9 vs. 10-12
474,age2-,age1-,0.3888888888888889,0.43333333333333335,0.07272727272727274,4-6 vs. 7-9
475,age2-,age4-,0.8177777777777777,0.9,0.4512195121951222,7-9 vs. 13-15
476,age2-,age4-,0.9,0.9,0.0,7-9 vs. 13-15
477,age2-,age4-,0.8158677685950412,0.8363636363636363,0.11131059245960544,7-9 vs. 13-15
478,age2-,age4-,0.8322222222222222,0.85,0.10596026490066224,7-9 vs. 13-15
479,age2-,age3-,0.7832098765432098,0.8444444444444444,0.2824601366742598,7-9 vs. 10-12
480,age2-,age3-,0.8138271604938272,0.8888888888888888,0.4031830238726787,7-9 vs. 10-12
481,age2-,age1-,0.6800000000000002,0.8,0.37499999999999983,4-6 vs. 7-9
482,age2-,age1-,0.5499999999999999,0.65,0.2222222222222224,4-6 vs. 7-9
483,age2-,age3-,0.86,0.85,-0.07142857142857148,7-9 vs. 10-12
484,age2-,age3-,0.7437499999999999,0.8,0.21951219512195166,7-9 vs. 10-12
485,age2-,age3-,0.78,0.75,-0.1363636363636365,7-9 vs. 10-12
486,age2-,age3-,0.625,0.7,0.19999999999999987,7-9 vs. 10-12
487,age2-,age3-,0.76,0.7333333333333333,-0.11111111111111137,7-9 vs. 10-12
488,age2-,age3-,0.9232,0.92,-0.04166666666666643,7-9 vs. 10-12
489,age2-,age3-,0.95,0.95,0.0,7-9 vs. 10-12
490,age2-,age3-,0.9232,0.92,-0.04166666666666643,7-9 vs. 10-12
491,age2-,age2-,0.8300000000000001,0.8166666666666667,-0.07843137254902015,7-9 vs. 7-9
492,age2-,age2-,0.845,0.9,0.3548387096774196,7-9 vs. 7-9
493,age2-,age3-,0.8864,0.88,-0.056338028169013725,7-9 vs. 10-12
494,age2-,age5-,0.8681249999999999,0.8875,0.14691943127962098,7-9 vs. Adults
495,age2-,age5-,0.8681249999999999,0.9125,0.3364928909952609,7-9 vs. Adults
496,age2-,age5-,0.829375,0.8875,0.3406593406593405,7-9 vs. Adults
529,age2-,vgg19-,0.8681249999999999,0.8875,0.14691943127962098,7-9 vs. DNNs
530,age2-,BiTM_resnetv2_152x2-,0.8778124999999999,0.9,0.1815856777493616,7-9 vs. DNNs
537,age2-,ResNeXt101_32x16d_swsl-,0.8875,0.8875,0.0,7-9 vs. DNNs
542,age2-,resnext101_32x8d-,0.8778124999999999,0.875,-0.023017902813298262,7-9 vs. DNNs
546,age2-,swag_regnety_128gf_in1k-,0.8875,0.8875,0.0,7-9 vs. DNNs
551,age2-,age1-,0.654320987654321,0.7777777777777778,0.35714285714285715,4-6 vs. 7-9
552,age2-,age2-,0.7016000000000001,0.88,0.5978552278820374,7-9 vs. 7-9
553,age2-,age2-,0.8262499999999999,0.9125,0.4964028776978418,7-9 vs. 7-9
554,age2-,age3-,0.7576,0.82,0.25742574257425704,7-9 vs. 10-12
555,age2-,age3-,0.8171875,0.9,0.4529914529914533,7-9 vs. 10-12
556,age2-,age1-,0.4222222222222223,0.6,0.3076923076923076,4-6 vs. 7-9
557,age2-,age4-,0.7744444444444445,0.85,0.33497536945812784,7-9 vs. 13-15
558,age2-,age4-,0.75,0.75,0.0,7-9 vs. 13-15
559,age2-,age4-,0.7672727272727272,0.8181818181818182,0.2187500000000004,7-9 vs. 13-15
560,age2-,age4-,0.8466666666666668,0.9,0.3478260869565213,7-9 vs. 13-15
561,age2-,age3-,0.7283950617283951,0.8222222222222222,0.3454545454545456,7-9 vs. 10-12
562,age2-,age3-,0.7530864197530864,0.8222222222222222,0.2799999999999998,7-9 vs. 10-12
563,age2-,age1-,0.6800000000000002,0.8666666666666667,0.5833333333333333,4-6 vs. 7-9
564,age2-,age1-,0.5499999999999999,0.75,0.4444444444444445,4-6 vs. 7-9
565,age2-,age3-,0.7249999999999999,0.7,-0.09090909090909054,7-9 vs. 10-12
566,age2-,age3-,0.6875,0.825,0.43999999999999984,7-9 vs. 10-12
567,age2-,age3-,0.6749999999999999,0.9,0.6923076923076924,7-9 vs. 10-12
568,age2-,age3-,0.625,0.8,0.4666666666666668,7-9 vs. 10-12
569,age2-,age3-,0.76,0.7333333333333333,-0.11111111111111137,7-9 vs. 10-12
570,age2-,age3-,0.9232,0.92,-0.04166666666666643,7-9 vs. 10-12
571,age2-,age3-,0.95,0.95,0.0,7-9 vs. 10-12
572,age2-,age3-,0.9232,0.92,-0.04166666666666643,7-9 vs. 10-12
573,age2-,age2-,0.7849999999999999,0.8333333333333334,0.22480620155038805,7-9 vs. 7-9
574,age2-,age2-,0.86,0.9166666666666666,0.40476190476190455,7-9 vs. 7-9
575,age2-,age3-,0.9232,0.92,-0.04166666666666643,7-9 vs. 10-12
576,age2-,age5-,0.844375,0.8875,0.27710843373493954,7-9 vs. Adults
577,age2-,age5-,0.844375,0.8875,0.27710843373493954,7-9 vs. Adults
578,age2-,age5-,0.808125,0.9125,0.5439739413680781,7-9 vs. Adults
611,age2-,vgg19-,0.844375,0.8625,0.11646586345381565,7-9 vs. DNNs
612,age2-,BiTM_resnetv2_152x2-,0.8534375000000001,0.875,0.14712153518123627,7-9 vs. DNNs
619,age2-,ResNeXt101_32x16d_swsl-,0.8625,0.8625,0.0,7-9 vs. DNNs
624,age2-,resnext101_32x8d-,0.8534375000000001,0.85,-0.02345415778251664,7-9 vs. DNNs
628,age2-,swag_regnety_128gf_in1k-,0.8625,0.8625,0.0,7-9 vs. DNNs
633,age1-,age2-,0.6624999999999999,0.675,0.03703703703703755,4-6 vs. 7-9
634,age1-,age2-,0.7407407407407408,0.8444444444444444,0.3999999999999999,4-6 vs. 7-9
635,age1-,age3-,0.7249999999999999,0.75,0.09090909090909136,4-6 vs. 10-12
636,age1-,age3-,0.7160493827160493,0.8,0.2956521739130437,4-6 vs. 10-12
637,age1-,age1-,0.4222222222222223,0.4666666666666667,0.07692307692307684,4-6 vs. 4-6
638,age1-,age4-,0.7283950617283951,0.7777777777777778,0.18181818181818216,4-6 vs. 13-15
639,age1-,age4-,0.85,0.85,0.0,4-6 vs. 13-15
640,age1-,age4-,0.7407407407407408,0.8,0.2285714285714285,4-6 vs. 13-15
641,age1-,age4-,0.6671999999999999,0.76,0.2788461538461541,4-6 vs. 13-15
642,age1-,age3-,0.7125000000000001,0.825,0.3913043478260865,4-6 vs. 10-12
643,age1-,age3-,0.7530864197530864,0.7777777777777778,0.1,4-6 vs. 10-12
644,age1-,age1-,0.5750000000000001,0.8,0.5294117647058824,4-6 vs. 4-6
645,age1-,age1-,0.53,0.75,0.4680851063829787,4-6 vs. 4-6
646,age1-,age3-,0.8150000000000001,0.8,-0.08108108108108117,4-6 vs. 10-12
647,age1-,age3-,0.6875,0.725,0.11999999999999993,4-6 vs. 10-12
648,age1-,age3-,0.7449999999999999,0.8,0.2156862745098045,4-6 vs. 10-12
649,age1-,age3-,0.5750000000000001,0.8,0.5294117647058824,4-6 vs. 10-12
650,age1-,age3-,0.6200000000000001,0.65,0.07894736842105242,4-6 vs. 10-12
651,age1-,age2-,0.7407407407407408,0.8,0.2285714285714285,4-6 vs. 7-9
652,age1-,age2-,0.6671999999999999,0.68,0.03846153846153889,4-6 vs. 7-9
653,age1-,age5-,0.7530864197530864,0.8222222222222222,0.2799999999999998,4-6 vs. Adults
654,age1-,age5-,0.7530864197530864,0.7777777777777778,0.1,4-6 vs. Adults
655,age1-,age5-,0.7160493827160493,0.8444444444444444,0.4521739130434783,4-6 vs. Adults
688,age1-,vgg19-,0.7777777777777778,0.7777777777777778,0.0,4-6 vs. DNNs
689,age1-,BiTM_resnetv2_152x2-,0.7777777777777778,0.7777777777777778,0.0,4-6 vs. DNNs
696,age1-,ResNeXt101_32x16d_swsl-,0.7777777777777778,0.7777777777777778,0.0,4-6 vs. DNNs
701,age1-,resnext101_32x8d-,0.7777777777777778,0.7777777777777778,0.0,4-6 vs. DNNs
705,age1-,swag_regnety_128gf_in1k-,0.7777777777777778,0.7777777777777778,0.0,4-6 vs. DNNs
710,age2-,age2-,0.8024,0.82,0.08906882591093092,7-9 vs. 7-9
711,age2-,age3-,0.8312,0.9,0.4075829383886255,7-9 vs. 10-12
712,age2-,age3-,0.7879999999999999,0.88,0.4339622641509433,7-9 vs. 10-12
713,age2-,age1-,0.4,0.5333333333333333,0.22222222222222215,4-6 vs. 7-9
714,age2-,age4-,0.8024,0.9,0.49392712550607304,7-9 vs. 13-15
715,age2-,age4-,0.8,0.8,0.0,7-9 vs. 13-15
716,age2-,age4-,0.7985185185185185,0.8222222222222222,0.11764705882352924,7-9 vs. 13-15
717,age2-,age4-,0.8200000000000001,0.8666666666666667,0.2592592592592592,7-9 vs. 13-15
718,age2-,age3-,0.7762499999999999,0.85,0.3296089385474863,7-9 vs. 10-12
719,age2-,age3-,0.7925,0.875,0.3975903614457832,7-9 vs. 10-12
720,age2-,age1-,0.7400000000000001,0.8333333333333334,0.3589743589743589,4-6 vs. 7-9
721,age2-,age1-,0.5700000000000001,0.75,0.4186046511627906,4-6 vs. 7-9
722,age2-,age3-,0.77,0.75,-0.08695652173913053,7-9 vs. 10-12
723,age2-,age3-,0.7437499999999999,0.85,0.4146341463414635,7-9 vs. 10-12
724,age2-,age3-,0.7100000000000001,0.85,0.482758620689655,7-9 vs. 10-12
725,age2-,age3-,0.6749999999999999,0.8,0.3846153846153849,7-9 vs. 10-12
726,age2-,age3-,0.8466666666666668,0.8333333333333334,-0.08695652173913107,7-9 vs. 10-12
727,age2-,age2-,0.8167999999999999,0.8,-0.09170305676855788,7-9 vs. 7-9
728,age2-,age2-,0.8200000000000001,0.9333333333333332,0.6296296296296295,7-9 vs. 7-9
729,age2-,age5-,0.8312,0.86,0.1706161137440755,7-9 vs. Adults
730,age2-,age5-,0.8312,0.9,0.4075829383886255,7-9 vs. Adults
731,age2-,age5-,0.7879999999999999,0.88,0.4339622641509433,7-9 vs. Adults
764,age2-,vgg19-,0.8456,0.84,-0.0362694300518138,7-9 vs. DNNs
765,age2-,BiTM_resnetv2_152x2-,0.8456,0.84,-0.0362694300518138,7-9 vs. DNNs
772,age2-,ResNeXt101_32x16d_swsl-,0.86,0.86,0.0,7-9 vs. DNNs
777,age2-,resnext101_32x8d-,0.86,0.86,0.0,7-9 vs. DNNs
781,age2-,swag_regnety_128gf_in1k-,0.86,0.86,0.0,7-9 vs. DNNs
786,age2-,age3-,0.8864,0.88,-0.056338028169013725,7-9 vs. 10-12
787,age2-,age3-,0.89375,0.9125,0.17647058823529355,7-9 vs. 10-12
788,age2-,age1-,0.3555555555555556,0.4,0.06896551724137934,4-6 vs. 7-9
789,age2-,age4-,0.8755555555555556,0.9,0.19642857142857106,7-9 vs. 13-15
790,age2-,age4-,0.9,0.9,0.0,7-9 vs. 13-15
791,age2-,age4-,0.8806611570247934,0.8727272727272727,-0.06648199445983441,7-9 vs. 13-15
792,age2-,age4-,0.9044444444444444,0.9,-0.04651162790697707,7-9 vs. 13-15
793,age2-,age3-,0.8562962962962962,0.9333333333333332,0.5360824742268044,7-9 vs. 10-12
794,age2-,age3-,0.8948148148148148,0.8888888888888888,-0.056338028169014814,7-9 vs. 10-12
795,age2-,age1-,0.76,0.8,0.16666666666666682,4-6 vs. 7-9
796,age2-,age1-,0.59,0.65,0.14634146341463428,4-6 vs. 7-9
797,age2-,age3-,0.86,0.85,-0.07142857142857148,7-9 vs. 10-12
798,age2-,age3-,0.8187500000000001,0.9,0.44827586206896536,7-9 vs. 10-12
799,age2-,age3-,0.78,0.85,0.31818181818181795,7-9 vs. 10-12
800,age2-,age3-,0.7249999999999999,0.8,0.2727272727272733,7-9 vs. 10-12
801,age2-,age3-,0.8755555555555556,0.8666666666666667,-0.07142857142857194,7-9 vs. 10-12
802,age2-,age3-,0.9232,0.92,-0.04166666666666643,7-9 vs. 10-12
803,age2-,age3-,0.95,0.95,0.0,7-9 vs. 10-12
804,age2-,age3-,0.9232,0.92,-0.04166666666666643,7-9 vs. 10-12
805,age2-,age2-,0.8899999999999999,0.9166666666666666,0.2424242424242428,7-9 vs. 7-9
806,age2-,age2-,0.92,0.95,0.3749999999999991,7-9 vs. 7-9
807,age2-,age3-,0.9232,0.92,-0.04166666666666643,7-9 vs. 10-12
808,age2-,age5-,0.9275,0.95,0.3103448275862074,7-9 vs. Adults
809,age2-,age5-,0.9275,0.925,-0.03448275862068733,7-9 vs. Adults
810,age2-,age5-,0.8825000000000001,0.925,0.3617021276595745,7-9 vs. Adults
843,age2-,vgg19-,0.9275,0.95,0.3103448275862074,7-9 vs. DNNs
844,age2-,BiTM_resnetv2_152x2-,0.93875,0.9625,0.387755102040817,7-9 vs. DNNs
851,age2-,ResNeXt101_32x16d_swsl-,0.95,0.95,0.0,7-9 vs. DNNs
856,age2-,resnext101_32x8d-,0.93875,0.9375,-0.02040816326530568,7-9 vs. DNNs
860,age2-,swag_regnety_128gf_in1k-,0.95,0.95,0.0,7-9 vs. DNNs
865,age3-,age3-,0.868,0.94,0.5454545454545451,10-12 vs. 10-12
866,age3-,age1-,0.3555555555555556,0.4,0.06896551724137934,4-6 vs. 10-12
867,age3-,age4-,0.8864,0.92,0.2957746478873245,10-12 vs. 13-15
868,age3-,age4-,1.0,1.0,1.0,10-12 vs. 13-15
869,age3-,age4-,0.8948148148148148,0.9333333333333332,0.3661971830985916,10-12 vs. 13-15
870,age3-,age4-,0.8466666666666668,0.9,0.3478260869565213,10-12 vs. 13-15
871,age3-,age3-,0.8825000000000001,0.925,0.3617021276595745,10-12 vs. 10-12
872,age3-,age3-,0.905,1.0,1.0,10-12 vs. 10-12
873,age3-,age1-,0.76,0.8666666666666667,0.4444444444444445,4-6 vs. 10-12
874,age3-,age1-,0.5800000000000001,0.7,0.2857142857142855,4-6 vs. 10-12
875,age3-,age3-,0.95,0.95,0.0,10-12 vs. 10-12
876,age3-,age3-,0.8374999999999999,0.875,0.2307692307692312,10-12 vs. 10-12
877,age3-,age3-,0.85,0.85,0.0,10-12 vs. 10-12
878,age3-,age3-,0.7000000000000001,0.75,0.1666666666666665,10-12 vs. 10-12
879,age3-,age3-,0.8755555555555556,0.8666666666666667,-0.07142857142857194,10-12 vs. 10-12
880,age3-,age2-,0.9047999999999998,0.9,-0.05042016806722475,7-9 vs. 10-12
881,age3-,age2-,0.8466666666666668,0.9,0.3478260869565213,7-9 vs. 10-12
882,age3-,age5-,0.9232,0.92,-0.04166666666666643,10-12 vs. Adults
883,age3-,age5-,0.9232,1.0,1.0,10-12 vs. Adults
884,age3-,age5-,0.868,0.94,0.5454545454545451,10-12 vs. Adults
917,age3-,vgg19-,0.9416,0.94,-0.027397260273973385,10-12 vs. DNNs
918,age3-,BiTM_resnetv2_152x2-,0.9416,0.94,-0.027397260273973385,10-12 vs. DNNs
925,age3-,ResNeXt101_32x16d_swsl-,0.96,0.96,0.0,10-12 vs. DNNs
930,age3-,resnext101_32x8d-,0.96,0.96,0.0,10-12 vs. DNNs
934,age3-,swag_regnety_128gf_in1k-,0.96,0.96,0.0,10-12 vs. DNNs
939,age3-,age1-,0.3888888888888889,0.5,0.1818181818181818,4-6 vs. 10-12
940,age3-,age4-,0.8611111111111109,0.9166666666666666,0.4,10-12 vs. 13-15
941,age3-,age4-,0.9,0.9,0.0,10-12 vs. 13-15
942,age3-,age4-,0.8644628099173552,0.8909090909090909,0.19512195121951267,10-12 vs. 13-15
943,age3-,age4-,0.8899999999999999,0.9166666666666666,0.2424242424242428,10-12 vs. 13-15
944,age3-,age3-,0.819753086419753,0.8888888888888888,0.3835616438356165,10-12 vs. 10-12
945,age3-,age3-,0.8543209876543211,0.9333333333333332,0.5423728813559321,10-12 vs. 10-12
946,age3-,age1-,0.7400000000000001,0.9,0.6153846153846153,4-6 vs. 10-12
947,age3-,age1-,0.5700000000000001,0.65,0.18604651162790686,4-6 vs. 10-12
948,age3-,age3-,0.86,0.85,-0.07142857142857148,10-12 vs. 10-12
949,age3-,age3-,0.78125,0.85,0.31428571428571417,10-12 vs. 10-12
950,age3-,age3-,0.78,0.85,0.31818181818181795,10-12 vs. 10-12
951,age3-,age3-,0.6749999999999999,0.8,0.3846153846153849,10-12 vs. 10-12
952,age3-,age3-,0.8466666666666668,0.9,0.3478260869565213,10-12 vs. 10-12
953,age3-,age3-,0.96,0.96,0.0,10-12 vs. 10-12
954,age3-,age3-,1.0,1.0,1.0,10-12 vs. 10-12
955,age3-,age3-,0.96,0.96,0.0,10-12 vs. 10-12
956,age3-,age2-,0.8749999999999999,0.9,0.2000000000000009,7-9 vs. 10-12
957,age3-,age2-,0.905,0.9333333333333332,0.2982456140350877,7-9 vs. 10-12
958,age3-,age3-,0.96,0.96,0.0,10-12 vs. 10-12
959,age3-,age5-,0.915625,0.9125,-0.037037037037037576,10-12 vs. Adults
960,age3-,age5-,0.915625,0.9625,0.5555555555555557,10-12 vs. Adults
961,age3-,age5-,0.871875,0.9125,0.3170731707317074,10-12 vs. Adults
994,age3-,vgg19-,0.915625,0.9125,-0.037037037037037576,10-12 vs. DNNs
995,age3-,BiTM_resnetv2_152x2-,0.9265625,0.925,-0.021276595744679633,10-12 vs. DNNs
1002,age3-,ResNeXt101_32x16d_swsl-,0.9375,0.9375,0.0,10-12 vs. DNNs
1007,age3-,resnext101_32x8d-,0.9265625,0.925,-0.021276595744679633,10-12 vs. DNNs
1011,age3-,swag_regnety_128gf_in1k-,0.9375,0.9375,0.0,10-12 vs. DNNs
1016,age1-,age4-,0.36666666666666653,0.43333333333333335,0.1052631578947369,4-6 vs. 13-15
1017,age1-,age4-,0.35,0.35,0.0,4-6 vs. 13-15
1018,age1-,age4-,0.36666666666666653,0.43333333333333335,0.1052631578947369,4-6 vs. 13-15
1019,age1-,age3-,0.3555555555555556,0.4,0.06896551724137934,4-6 vs. 10-12
1020,age1-,age3-,0.3555555555555556,0.4,0.06896551724137934,4-6 vs. 10-12
1021,age1-,age3-,0.365,0.4,0.05511811023622052,4-6 vs. 10-12
1022,age1-,age3-,0.36666666666666653,0.43333333333333335,0.1052631578947369,4-6 vs. 10-12
1023,age1-,age3-,0.395,0.5,0.17355371900826444,4-6 vs. 10-12
1024,age1-,age2-,0.3555555555555556,0.4,0.06896551724137934,4-6 vs. 7-9
1025,age1-,age5-,0.3444444444444444,0.36666666666666653,0.033898305084745804,4-6 vs. Adults
1026,age1-,age5-,0.3555555555555556,0.4,0.06896551724137934,4-6 vs. Adults
1027,age1-,age5-,0.37777777777777777,0.4666666666666667,0.14285714285714288,4-6 vs. Adults
1060,age1-,vgg19-,0.3333333333333333,0.3333333333333333,0.0,4-6 vs. DNNs
1061,age1-,BiTM_resnetv2_152x2-,0.3333333333333333,0.3333333333333333,0.0,4-6 vs. DNNs
1068,age1-,ResNeXt101_32x16d_swsl-,0.3333333333333333,0.3333333333333333,0.0,4-6 vs. DNNs
1073,age1-,resnext101_32x8d-,0.3333333333333333,0.3333333333333333,0.0,4-6 vs. DNNs
1076,age1-,swag_regnety_128gf_in1k-,0.3333333333333333,0.3333333333333333,0.0,4-6 vs. DNNs
1081,age4-,age4-,0.9,0.9,0.0,13-15 vs. 13-15
1082,age4-,age4-,0.8806611570247934,0.8727272727272727,-0.06648199445983441,13-15 vs. 13-15
1083,age4-,age4-,0.86,0.85,-0.07142857142857148,13-15 vs. 13-15
1084,age4-,age3-,0.8380246913580247,0.8666666666666667,0.17682926829268306,10-12 vs. 13-15
1085,age4-,age3-,0.8745679012345681,0.9111111111111112,0.2913385826771649,10-12 vs. 13-15
1086,age4-,age1-,0.76,0.8,0.16666666666666682,4-6 vs. 13-15
1087,age4-,age1-,0.5800000000000001,0.7,0.2857142857142855,4-6 vs. 13-15
1088,age4-,age3-,0.86,0.85,-0.07142857142857148,10-12 vs. 13-15
1089,age4-,age3-,0.7999999999999999,0.875,0.3750000000000002,10-12 vs. 13-15
1090,age4-,age3-,0.78,0.75,-0.1363636363636365,10-12 vs. 13-15
1091,age4-,age3-,0.7000000000000001,0.75,0.1666666666666665,10-12 vs. 13-15
1092,age4-,age3-,0.8755555555555556,0.8666666666666667,-0.07142857142857194,10-12 vs. 13-15
1093,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
1094,age4-,age3-,1.0,1.0,1.0,10-12 vs. 13-15
1095,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
1096,age4-,age2-,0.8899999999999999,0.8833333333333333,-0.060606060606059935,7-9 vs. 13-15
1097,age4-,age2-,0.8825000000000001,0.975,0.7872340425531912,7-9 vs. 13-15
1098,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
1099,age4-,age5-,0.9044444444444444,0.9333333333333332,0.3023255813953486,13-15 vs. Adults
1100,age4-,age5-,0.9044444444444444,0.9333333333333332,0.3023255813953486,13-15 vs. Adults
1101,age4-,age5-,0.8466666666666668,0.9,0.3478260869565213,13-15 vs. Adults
1134,age4-,vgg19-,0.9188888888888888,0.9166666666666666,-0.02739726027397137,13-15 vs. DNNs
1135,age4-,BiTM_resnetv2_152x2-,0.9188888888888888,0.9166666666666666,-0.02739726027397137,13-15 vs. DNNs
1142,age4-,ResNeXt101_32x16d_swsl-,0.9333333333333332,0.9333333333333332,0.0,13-15 vs. DNNs
1147,age4-,resnext101_32x8d-,0.9188888888888888,0.9166666666666666,-0.02739726027397137,13-15 vs. DNNs
1151,age4-,swag_regnety_128gf_in1k-,0.9333333333333332,0.9333333333333332,0.0,13-15 vs. DNNs
1156,age4-,age4-,1.0,1.0,1.0,13-15 vs. 13-15
1157,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
1158,age4-,age3-,1.0,1.0,1.0,10-12 vs. 13-15
1159,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
1160,age4-,age3-,0.9,0.9,0.0,10-12 vs. 13-15
1161,age4-,age3-,0.85,0.85,0.0,10-12 vs. 13-15
1162,age4-,age2-,0.95,0.95,0.0,7-9 vs. 13-15
1163,age4-,age5-,1.0,1.0,1.0,13-15 vs. Adults
1164,age4-,age5-,1.0,1.0,1.0,13-15 vs. Adults
1165,age4-,age5-,0.95,0.95,0.0,13-15 vs. Adults
1198,age4-,vgg19-,1.0,1.0,1.0,13-15 vs. DNNs
1199,age4-,BiTM_resnetv2_152x2-,1.0,1.0,1.0,13-15 vs. DNNs
1206,age4-,ResNeXt101_32x16d_swsl-,1.0,1.0,1.0,13-15 vs. DNNs
1211,age4-,resnext101_32x8d-,1.0,1.0,1.0,13-15 vs. DNNs
1214,age4-,swag_regnety_128gf_in1k-,1.0,1.0,1.0,13-15 vs. DNNs
1219,age4-,age4-,0.8195918367346938,0.9714285714285714,0.8416289592760181,13-15 vs. 13-15
1220,age4-,age3-,0.8562962962962962,0.8888888888888888,0.22680412371134026,10-12 vs. 13-15
1221,age4-,age3-,0.8948148148148148,0.9333333333333332,0.3661971830985916,10-12 vs. 13-15
1222,age4-,age1-,0.6976000000000001,0.8,0.3386243386243385,4-6 vs. 13-15
1223,age4-,age1-,0.5700000000000001,0.75,0.4186046511627906,4-6 vs. 13-15
1224,age4-,age3-,0.95,0.95,0.0,10-12 vs. 13-15
1225,age4-,age3-,0.8187500000000001,0.8,-0.10344827586206927,10-12 vs. 13-15
1226,age4-,age3-,0.85,0.85,0.0,10-12 vs. 13-15
1227,age4-,age3-,0.6749999999999999,0.8,0.3846153846153849,10-12 vs. 13-15
1228,age4-,age3-,0.8191999999999999,0.88,0.3362831858407083,10-12 vs. 13-15
1229,age4-,age2-,0.8968595041322314,0.9272727272727272,0.2948717948717949,7-9 vs. 13-15
1230,age4-,age2-,0.8432653061224489,0.8285714285714286,-0.09374999999999893,7-9 vs. 13-15
1231,age4-,age5-,0.9130578512396692,0.9454545454545454,0.3726235741444873,13-15 vs. Adults
1232,age4-,age5-,0.9130578512396692,0.9454545454545454,0.3726235741444873,13-15 vs. Adults
1233,age4-,age5-,0.8482644628099173,0.9090909090909092,0.4008714596949892,13-15 vs. Adults
1266,age4-,vgg19-,0.9292561983471076,0.9272727272727272,-0.028037383177571148,13-15 vs. DNNs
1267,age4-,BiTM_resnetv2_152x2-,0.9292561983471076,0.9272727272727272,-0.028037383177571148,13-15 vs. DNNs
1274,age4-,ResNeXt101_32x16d_swsl-,0.9454545454545454,0.9454545454545454,0.0,13-15 vs. DNNs
1279,age4-,resnext101_32x8d-,0.9292561983471076,0.9272727272727272,-0.028037383177571148,13-15 vs. DNNs
1283,age4-,swag_regnety_128gf_in1k-,0.9454545454545454,0.9454545454545454,0.0,13-15 vs. DNNs
1288,age4-,age3-,0.7584,0.8,0.17218543046357648,10-12 vs. 13-15
1289,age4-,age3-,0.8191999999999999,0.88,0.3362831858407083,10-12 vs. 13-15
1290,age4-,age1-,0.7400000000000001,0.8333333333333334,0.3589743589743589,4-6 vs. 13-15
1291,age4-,age1-,0.5700000000000001,0.75,0.4186046511627906,4-6 vs. 13-15
